year	Name	state	type	all-businesses:ALL:attr_of_total	all-businesses:ALL:attr_value	all-businesses:Self Employed:attr_of_total	all-businesses:Self Employed:attr_value	all-businesses:2-9 Employees:attr_of_total	all-businesses:2-9 Employees:attr_value	all-businesses:10-99 Employees:attr_of_total	all-businesses:10-99 Employees:attr_value	all-businesses:100-499 Employees:attr_of_total	all-businesses:100-499 Employees:attr_value	all-businesses:500+ Employees:attr_of_total	all-businesses:500+ Employees:attr_value	all-businesses:RESIDENT:attr_of_total	all-businesses:RESIDENT:attr_value	all-businesses:NONRESIDENT:attr_of_total	all-businesses:NONRESIDENT:attr_value	all-businesses:NONCOMMERCIAL:attr_of_total	all-businesses:NONCOMMERCIAL:attr_value	nonresident-businesses:NONCOMMERCIAL:attr_of_total	nonresident-businesses:NONCOMMERCIAL:attr_value	nonresident-businesses:Self-Employed (1):attr_of_total	nonresident-businesses:Self-Employed (1):attr_value	nonresident-businesses:2-9 Employees:attr_of_total	nonresident-businesses:2-9 Employees:attr_value	nonresident-businesses:Stage 2 (10-99):attr_of_total	nonresident-businesses:Stage 2 (10-99):attr_value	nonresident-businesses:Stage 3 (100-499):attr_of_total	nonresident-businesses:Stage 3 (100-499):attr_value	nonresident-businesses:Stage 4 (500+):attr_of_total	nonresident-businesses:Stage 4 (500+):attr_value	nonresident-businesses:RESIDENT:attr_of_total	nonresident-businesses:RESIDENT:attr_value	nonresident-businesses:NONRESIDENT:attr_of_total	nonresident-businesses:NONRESIDENT:attr_value	nonresident-businesses:NONCOMMERCIAL:attr_of_total	nonresident-businesses:NONCOMMERCIAL:attr_value	nonresident-businesses:NONRESIDENT:attr_of_total	nonresident-businesses:NONRESIDENT:attr_value	nonresident-businesses:Self-Employed (1):attr_of_total	nonresident-businesses:Self-Employed (1):attr_value	nonresident-businesses:2-9 Employees:attr_of_total	nonresident-businesses:2-9 Employees:attr_value	nonresident-businesses:Stage 2 (10-99):attr_of_total	nonresident-businesses:Stage 2 (10-99):attr_value	nonresident-businesses:Stage 3 (100-499):attr_of_total	nonresident-businesses:Stage 3 (100-499):attr_value	nonresident-businesses:Stage 4 (500+):attr_of_total	nonresident-businesses:Stage 4 (500+):attr_value	nonresident-businesses:RESIDENT:attr_of_total	nonresident-businesses:RESIDENT:attr_value	nonresident-businesses:NONRESIDENT:attr_of_total	nonresident-businesses:NONRESIDENT:attr_value	nonresident-businesses:NONCOMMERCIAL:attr_of_total	nonresident-businesses:NONCOMMERCIAL:attr_value	resident-businesses:RESIDENT:attr_of_total	resident-businesses:RESIDENT:attr_value	resident-businesses:Self-Employed (1):attr_of_total	resident-businesses:Self-Employed (1):attr_value	resident-businesses:2-9 Employees:attr_of_total	resident-businesses:2-9 Employees:attr_value	resident-businesses:Stage 2 (10-99):attr_of_total	resident-businesses:Stage 2 (10-99):attr_value	resident-businesses:Stage 3 (100-499):attr_of_total	resident-businesses:Stage 3 (100-499):attr_value	resident-businesses:Stage 4 (500+):attr_of_total	resident-businesses:Stage 4 (500+):attr_value	resident-businesses:RESIDENT:attr_of_total	resident-businesses:RESIDENT:attr_value	resident-businesses:NONRESIDENT:attr_of_total	resident-businesses:NONRESIDENT:attr_value	resident-businesses:NONCOMMERCIAL:attr_of_total	resident-businesses:NONCOMMERCIAL:attr_value	Total-Gained:GAINED:attr_of_total	Total-Gained:GAINED:attr_value	Total-Gained:Self-Employed (1):attr_of_total	Total-Gained:Self-Employed (1):attr_value	Total-Gained:2-9 Employees:attr_of_total	Total-Gained:2-9 Employees:attr_value	Total-Gained:Stage 2 (10-99):attr_of_total	Total-Gained:Stage 2 (10-99):attr_value	Total-Gained:Stage 3 (100-499):attr_of_total	Total-Gained:Stage 3 (100-499):attr_value	Total-Gained:Stage 4 (500+):attr_of_total	Total-Gained:Stage 4 (500+):attr_value	Total-Gained:GROWTH FACTORS:attr_of_total	Total-Gained:GROWTH FACTORS:attr_value	Total-Gained:New Startups:attr_of_total	Total-Gained:New Startups:attr_value	Total-Gained:Expansion Startups:attr_of_total	Total-Gained:Expansion Startups:attr_value	Total-Gained:Expansions:attr_of_total	Total-Gained:Expansions:attr_value	Total-Gained:Move In:attr_of_total	Total-Gained:Move In:attr_value	All-Jobs:ALL:attr_of_total	All-Jobs:ALL:attr_value	All-Jobs:Self-Employed (1):attr_of_total	All-Jobs:Self-Employed (1):attr_value	All-Jobs:2-9 Employees:attr_of_total	All-Jobs:2-9 Employees:attr_value	All-Jobs:10-99 Employees:attr_of_total	All-Jobs:10-99 Employees:attr_value	All-Jobs:100-499 Employees:attr_of_total	All-Jobs:100-499 Employees:attr_value	All-Jobs:500+ Employees:attr_of_total	All-Jobs:500+ Employees:attr_value	All-Jobs:RESIDENT:attr_of_total	All-Jobs:RESIDENT:attr_value	All-Jobs:NONRESIDENT:attr_of_total	All-Jobs:NONRESIDENT:attr_value	All-Jobs:NONCOMMERCIAL:attr_of_total	All-Jobs:NONCOMMERCIAL:attr_value	Total-Lost:LOST:attr_of_total	Total-Lost:LOST:attr_value	Total-Lost:Self-Employed (1):attr_of_total	Total-Lost:Self-Employed (1):attr_value	Total-Lost:2-9 Employees:attr_of_total	Total-Lost:2-9 Employees:attr_value	Total-Lost:Stage 2 (10-99):attr_of_total	Total-Lost:Stage 2 (10-99):attr_value	Total-Lost:Stage 3 (100-499):attr_of_total	Total-Lost:Stage 3 (100-499):attr_value	Total-Lost:Stage 4 (500+):attr_of_total	Total-Lost:Stage 4 (500+):attr_value	Total-Lost:GROWTH FACTORS:attr_of_total	Total-Lost:GROWTH FACTORS:attr_value	Total-Lost:Closings:attr_of_total	Total-Lost:Closings:attr_value	Total-Lost:Contractions:attr_of_total	Total-Lost:Contractions:attr_value	Total-Lost:Move Out:attr_of_total	Total-Lost:Move Out:attr_value	change:GAINED:attr_of_total	change:GAINED:attr_value	change:LOST:attr_of_total	change:LOST:attr_value	change:NET CHANGE:attr_of_total	change:NET CHANGE:attr_value	All-Sales:ALL:attr_of_total	All-Sales:ALL:attr_value	All-Sales:Self Employed:attr_of_total	All-Sales:Self Employed:attr_value	All-Sales:2-9 Employees:attr_of_total	All-Sales:2-9 Employees:attr_value	All-Sales:10-99 Employees:attr_of_total	All-Sales:10-99 Employees:attr_value	All-Sales:100-499 Employees:attr_of_total	All-Sales:100-499 Employees:attr_value	All-Sales:500+ Employees:attr_of_total	All-Sales:500+ Employees:attr_value	All-Sales:RESIDENT:attr_of_total	All-Sales:RESIDENT:attr_value	All-Sales:NONRESIDENT:attr_of_total	All-Sales:NONRESIDENT:attr_value	All-Sales:NONCOMMERCIAL:attr_of_total	All-Sales:NONCOMMERCIAL:attr_value	Sales-Per-Establishment:SALES PER BUSINESS:attr_of_total	Sales-Per-Establishment:SALES PER BUSINESS:attr_value	Sales-Per-Establishment:Self Employed (1):attr_of_total	Sales-Per-Establishment:Self Employed (1):attr_value	Sales-Per-Establishment:2-9 Employees:attr_of_total	Sales-Per-Establishment:2-9 Employees:attr_value	Sales-Per-Establishment:10-99 Employees:attr_of_total	Sales-Per-Establishment:10-99 Employees:attr_value	Sales-Per-Establishment:100-499 Employees:attr_of_total	Sales-Per-Establishment:100-499 Employees:attr_value	Sales-Per-Establishment:500+ Employees:attr_of_total	Sales-Per-Establishment:500+ Employees:attr_value	Sales-Per-Establishment:RESIDENT:attr_of_total	Sales-Per-Establishment:RESIDENT:attr_value	Sales-Per-Establishment:NONRESIDENT:attr_of_total	Sales-Per-Establishment:NONRESIDENT:attr_value	Sales-Per-Establishment:NONCOMMERCIAL:attr_of_total	Sales-Per-Establishment:NONCOMMERCIAL:attr_value	Sales-Per-Employee:SALES PER EMPLOYEE:attr_of_total	Sales-Per-Employee:SALES PER EMPLOYEE:attr_value	Sales-Per-Employee:Self Employed (1):attr_of_total	Sales-Per-Employee:Self Employed (1):attr_value	Sales-Per-Employee:2-9 Employees:attr_of_total	Sales-Per-Employee:2-9 Employees:attr_value	Sales-Per-Employee:10-99 Employees:attr_of_total	Sales-Per-Employee:10-99 Employees:attr_value	Sales-Per-Employee:100-499 Employees:attr_of_total	Sales-Per-Employee:100-499 Employees:attr_value	Sales-Per-Employee:500+ Employees:attr_of_total	Sales-Per-Employee:500+ Employees:attr_value	Sales-Per-Employee:RESIDENT:attr_of_total	Sales-Per-Employee:RESIDENT:attr_value	Sales-Per-Employee:NONRESIDENT:attr_of_total	Sales-Per-Employee:NONRESIDENT:attr_value	Sales-Per-Employee:NONCOMMERCIAL:attr_of_total	Sales-Per-Employee:NONCOMMERCIAL:attr_value
1999	Dover, DE	Delaware	MSA	100	4,110	18.6	764	59.9	2,462	19.3	794	1.9	78	0.3	12	78.8*	3,240	7.9*	323	13.3*	547	100	547	14.625229	80	55.210238	302	25.045704	137	4.204753	23	0.914077	6	78.8*	3,240	7.9*	323	13.3*	547	100	323	5.882353	19	54.798762	177	33.746130	109	5.572755	18	0.000000	0	78.8*	3,240	7.9*	323	13.3*	547	100	3,240	20.524691	665	61.203704	1,983	16.913580	548	1.141975	37	0.216049	6	78.8*	3,240	7.9*	323	13.3*	547	100	1,653	3.1	51	24.1	398	27.5	454	15.1	250	30.2	500	100	1,653	88.0	1,455	3.0	49	2.1	35	6.9	114	100	60,982	1.3	764	15.6	9,542	33.3	20,332	23.3	14,191	26.5	16,153	56.1*	34,232	12.3*	7,503	31.6*	19,247	100	2,626	2.2	59	19.7	518	28.5	749	9.5	250	40.0	1,050	100	2,626	97.8	2,569	0.7	18	1.5	39	2.7	1,653	4.2	2,626	-1.6	-973	100	$6.3B	1.4	$89.5M	24.0	$1.5B	41.6	$2.6B	19.5	$1.2B	13.6	$856.1M	80.9*	$5.1B	18.5*	$1.2B	0.5*	$32.9M	100	$1,536,766	NA	$117,131	NA	$615,432	NA	$3,306,927	NA	$15,763,962	NA	$71,344,667	NA	$1,577,851	NA	$3,625,266	NA	$60,165	100	$103,573	NA	$117,131	NA	$158,792	NA	$129,141	NA	$86,646	NA	$53,002	NA	$149,341	NA	$156,066	NA	$1,710
2000	Dover, DE	Delaware	MSA	100	4,234	17.9	756	59.8	2,534	20.1	852	1.8	78	0.3	14	78.2*	3,311	8.3*	350	13.5*	573	100	573	13.961606	80	55.497382	318	26.178010	150	3.664921	21	0.698080	6	78.2*	3,311	8.3*	350	13.5*	573	100	350	6.000000	21	53.714286	188	35.428571	124	4.857143	17	0.000000	0	78.2*	3,311	8.3*	350	13.5*	573	100	3,311	19.782543	655	61.250378	2,028	17.456962	578	1.208094	40	0.302024	6	78.2*	3,311	8.3*	350	13.5*	573	100	7,566	3.4	254	24.9	1,885	42.1	3,185	20.4	1,541	9.3	701	100	7,566	49.2	3,724	13.8	1,045	35.2	2,662	1.8	135	100	64,546	1.2	756	15.1	9,775	33.7	21,741	23.2	14,969	26.8	17,305	59.9*	38,691	12.1*	7,799	28.0*	18,056	100	4,002	2.6	105	29.3	1,172	43.3	1,732	21.1	843	3.7	150	100	4,002	54.6	2,184	44.0	1,760	1.4	58	12.2	7,566	6.5	4,002	5.8	3,564	100	$12.4B	1.4	$173.2M	22.6	$2.8B	42.4	$5.3B	19.3	$2.4B	14.3	$1.8B	80.8*	$10.0B	18.9*	$2.4B	0.3*	$41.8M	100	$2,935,154	NA	$229,097	NA	$1,109,352	NA	$6,177,574	NA	$30,741,436	NA	$127,287,500	NA	$3,030,866	NA	$6,715,583	NA	$72,937	100	$192,536	NA	$229,097	NA	$287,580	NA	$242,091	NA	$160,187	NA	$102,977	NA	$259,368	NA	$301,379	NA	$2,315
2001	Dover, DE	Delaware	MSA	100	4,363	17.5	765	59.9	2,612	20.3	886	1.9	84	0.4	16	77.9*	3,399	9.0*	393	13.1*	571	100	571	14.185639	81	54.465849	311	26.619965	152	3.677758	21	1.050788	6	77.9*	3,399	9.0*	393	13.1*	571	100	393	4.580153	18	55.470738	218	35.368957	139	4.580153	18	0.000000	0	77.9*	3,399	9.0*	393	13.1*	571	100	3,399	19.593998	666	61.282730	2,083	17.505149	595	1.323919	45	0.294204	6	77.9*	3,399	9.0*	393	13.1*	571	100	8,690	2.9	251	26.2	2,279	36.4	3,162	12.6	1,096	21.9	1,902	100	8,690	57.9	5,035	12.0	1,044	26.7	2,321	3.3	290	100	66,330	1.2	765	15.1	10,033	33.6	22,299	23.4	15,541	26.7	17,692	57.9*	38,433	13.0*	8,627	29.1*	19,270	100	6,906	2.0	141	24.4	1,684	36.1	2,491	15.9	1,095	21.6	1,495	100	6,906	46.0	3,176	50.2	3,470	3.8	260	14.0	8,690	11.1	6,906	2.9	1,784	100	$9.6B	1.3	$128.0M	20.3	$1.9B	44.6	$4.3B	21.5	$2.1B	12.4	$1.2B	81.4*	$7.8B	17.8*	$1.7B	0.8*	$80.2M	100	$2,205,397	NA	$167,359	NA	$746,444	NA	$4,842,784	NA	$24,582,060	NA	$74,300,250	NA	$2,304,569	NA	$4,347,822	NA	$140,497	100	$145,065	NA	$167,359	NA	$194,330	NA	$192,417	NA	$132,867	NA	$67,194	NA	$203,815	NA	$198,064	NA	$4,163
2002	Dover, DE	Delaware	MSA	100	4,567	17.7	808	59.9	2,734	20.2	923	1.9	86	0.4	16	77.6*	3,542	9.7*	442	12.8*	583	100	583	14.236707	83	53.859348	314	27.101201	158	3.773585	22	1.029160	6	77.6*	3,542	9.7*	442	12.8*	583	100	442	4.751131	21	54.524887	241	36.425339	161	4.298643	19	0.000000	0	77.6*	3,542	9.7*	442	12.8*	583	100	3,542	19.875776	704	61.518916	2,179	17.052513	604	1.270469	45	0.282326	6	77.6*	3,542	9.7*	442	12.8*	583	100	4,807	5.1	244	31.7	1,525	51.3	2,464	11.9	574	0.0	0	100	4,807	62.1	2,984	9.3	446	22.7	1,089	6.0	288	100	68,065	1.2	808	15.4	10,493	34.7	23,587	22.8	15,485	26.0	17,692	57.2*	38,943	13.7*	9,326	29.1*	19,796	100	3,072	3.1	95	32.2	988	36.6	1,123	28.2	866	0.0	0	100	3,072	65.0	1,996	32.0	984	3.0	92	7.8	4,807	5.0	3,072	2.8	1,735	100	$9.6B	1.2	$119.1M	19.9	$1.9B	44.5	$4.3B	22.0	$2.1B	12.3	$1.2B	80.6*	$7.8B	18.2*	$1.8B	1.2*	$118.9M	100	$2,111,284	NA	$147,343	NA	$700,749	NA	$4,650,840	NA	$24,718,640	NA	$74,300,250	NA	$2,193,555	NA	$3,967,876	NA	$203,875	100	$141,662	NA	$147,343	NA	$182,583	NA	$181,995	NA	$137,281	NA	$67,194	NA	$199,511	NA	$188,055	NA	$6,004
2003	Dover, DE	Delaware	MSA	100	5,442	15.3	834	64.8	3,529	17.9	975	1.7	91	0.2	13	77.7*	4,230	8.3*	453	13.9*	759	100	759	11.067194	84	63.768116	484	21.870883	166	2.635046	20	0.658762	6	77.7*	4,230	8.3*	453	13.9*	759	100	453	3.973510	18	54.304636	246	37.306843	169	4.415011	20	0.000000	0	77.7*	4,230	8.3*	453	13.9*	759	100	4,230	17.304965	732	66.170213	2,799	15.130024	640	1.205674	51	0.189125	6	77.7*	4,230	8.3*	453	13.9*	759	100	5,586	0.8	47	49.9	2,790	19.3	1,080	13.8	770	16.1	899	100	5,586	69.6	3,890	2.7	153	16.4	916	11.2	627	100	71,326	1.2	834	18.3	13,076	34.2	24,372	22.8	16,255	23.5	16,789	57.7*	41,120	13.6*	9,724	28.7*	20,482	100	2,325	0.7	16	9.1	212	13.8	320	0.0	0	76.4	1,777	100	2,325	67.0	1,558	25.1	584	7.9	183	9.0	5,586	3.8	2,325	5.3	3,261	100	$10.3B	1.2	$120.8M	23.4	$2.4B	42.2	$4.4B	21.6	$2.2B	11.5	$1.2B	81.3*	$8.4B	17.9*	$1.8B	0.8*	$87.0M	100	$1,893,974	NA	$144,882	NA	$684,549	NA	$4,464,879	NA	$24,487,286	NA	$91,446,462	NA	$1,980,958	NA	$4,063,022	NA	$114,634	100	$144,506	NA	$144,882	NA	$184,749	NA	$178,617	NA	$137,087	NA	$70,809	NA	$203,780	NA	$189,279	NA	$4,248
2004	Dover, DE	Delaware	MSA	100	5,496	15.2	835	64.8	3,564	18.1	996	1.6	90	0.2	11	77.8*	4,277	8.6*	470	13.6*	749	100	749	10.947931	82	63.284379	474	22.563418	169	2.536716	19	0.667557	6	77.8*	4,277	8.6*	470	13.6*	749	100	470	3.829787	18	55.531915	261	35.957447	169	4.680851	22	0.000000	0	77.8*	4,277	8.6*	470	13.6*	749	100	4,277	17.184943	735	66.144494	2,829	15.384615	658	1.145663	49	0.140285	6	77.8*	4,277	8.6*	470	13.6*	749	100	5,761	3.6	210	48.6	2,799	27.3	1,572	6.3	363	14.2	817	100	5,761	42.5	2,450	8.5	487	43.7	2,518	5.3	306	100	71,189	1.2	835	18.6	13,264	34.6	24,657	22.3	15,897	23.2	16,536	56.6*	40,261	13.7*	9,782	29.7*	21,146	100	5,898	1.9	111	31.7	1,869	30.1	1,776	18.2	1,072	18.1	1,070	100	5,898	74.6	4,400	22.5	1,328	2.9	170	9.3	5,761	9.5	5,898	-0.2	-137	100	$9.7B	1.3	$125.6M	25.2	$2.4B	45.3	$4.4B	25.1	$2.4B	3.1	$296.2M	80.0*	$7.8B	19.2*	$1.9B	0.8*	$73.4M	100	$1,763,191	NA	$150,473	NA	$685,973	NA	$4,412,019	NA	$26,994,144	NA	$26,927,273	NA	$1,813,355	NA	$3,960,270	NA	$98,063	100	$136,123	NA	$150,473	NA	$184,319	NA	$178,220	NA	$152,826	NA	$17,912	NA	$192,636	NA	$190,281	NA	$3,473
2005	Dover, DE	Delaware	MSA	100	5,509	14.8	817	65.5	3,608	17.9	988	1.5	85	0.2	11	78.0*	4,298	9.0*	496	13.0*	715	100	715	11.608392	83	60.979021	436	24.195804	173	2.517483	18	0.699301	6	78.0*	4,298	9.0*	496	13.0*	715	100	496	4.637097	23	56.250000	279	34.677419	172	4.435484	22	0.000000	0	78.0*	4,298	9.0*	496	13.0*	715	100	4,298	16.542578	711	67.310377	2,893	14.960447	643	1.046999	45	0.139600	6	78.0*	4,298	9.0*	496	13.0*	715	100	4,832	3.3	161	55.3	2,670	35.6	1,718	3.8	183	2.1	100	100	4,832	57.5	2,780	3.7	180	36.6	1,769	2.1	103	100	70,515	1.2	817	19.1	13,493	34.8	24,519	21.3	15,050	23.6	16,636	55.9*	39,433	14.2*	9,981	29.9*	21,101	100	5,506	2.1	114	36.4	2,003	39.8	2,194	21.7	1,195	0.0	0	100	5,506	66.3	3,652	31.3	1,726	2.3	128	7.8	4,832	8.9	5,506	-1.1	-674	100	$8.7B	1.4	$121.4M	28.6	$2.5B	43.2	$3.7B	23.0	$2.0B	3.7	$323.2M	77.2*	$6.7B	22.0*	$1.9B	0.8*	$72.6M	100	$1,571,193	NA	$148,596	NA	$687,237	NA	$3,786,716	NA	$23,414,435	NA	$29,386,000	NA	$1,554,264	NA	$3,836,345	NA	$101,603	100	$122,750	NA	$148,596	NA	$183,766	NA	$152,587	NA	$132,241	NA	$19,431	NA	$169,407	NA	$190,645	NA	$3,443
2006	Dover, DE	Delaware	MSA	100	5,541	14.5	803	64.8	3,590	19.0	1,054	1.5	85	0.2	9	77.4*	4,289	9.6*	530	13.0*	722	100	722	12.603878	91	59.418283	429	24.653740	178	2.908587	21	0.415512	6	77.4*	4,289	9.6*	530	13.0*	722	100	530	4.150943	22	53.962264	286	37.169811	197	4.528302	24	0.188679	0	77.4*	4,289	9.6*	530	13.0*	722	100	4,289	16.087666	690	67.031942	2,875	15.831196	679	0.932618	40	0.116577	6	77.4*	4,289	9.6*	530	13.0*	722	100	8,174	1.9	158	43.0	3,517	41.0	3,348	14.1	1,151	0.0	0	100	8,174	48.8	3,987	7.6	622	41.1	3,360	2.5	205	100	70,768	1.1	803	19.0	13,443	36.6	25,920	22.3	15,801	20.9	14,801	54.8*	38,765	16.1*	11,387	29.1*	20,616	100	7,921	1.6	123	29.6	2,346	32.4	2,563	13.9	1,104	22.5	1,785	100	7,921	63.4	5,018	35.5	2,811	1.2	92	13.2	8,174	12.8	7,921	0.4	253	100	$9.8B	1.4	$140.7M	29.6	$2.9B	45.8	$4.5B	20.2	$2.0B	3.1	$302.6M	76.4*	$7.5B	22.9*	$2.3B	0.7*	$66.7M	100	$1,776,535	NA	$175,258	NA	$810,535	NA	$4,274,954	NA	$23,351,176	NA	$33,619,556	NA	$1,753,743	NA	$4,255,253	NA	$92,373	100	$139,099	NA	$175,258	NA	$216,456	NA	$173,835	NA	$125,615	NA	$20,443	NA	$194,036	NA	$198,058	NA	$3,235
2007	Dover, DE	Delaware	MSA	100	5,845	14.0	819	64.3	3,757	20.0	1,168	1.5	87	0.2	14	76.8*	4,490	9.4*	550	13.8*	805	100	805	11.180124	90	60.496894	487	24.968944	201	2.732919	22	0.621118	6	76.8*	4,490	9.4*	550	13.8*	805	100	550	4.363636	24	51.818182	285	39.090909	215	4.545455	25	0.181818	0	76.8*	4,490	9.4*	550	13.8*	805	100	4,490	15.701559	705	66.481069	2,985	16.748330	752	0.890869	40	0.178174	6	76.8*	4,490	9.4*	550	13.8*	805	100	12,890	1.2	153	35.8	4,611	30.3	3,900	22.8	2,945	9.9	1,281	100	12,890	46.4	5,987	3.3	431	47.9	6,175	2.3	297	100	77,710	1.1	819	18.5	14,342	36.1	28,029	19.9	15,438	24.6	19,082	55.6*	43,182	15.1*	11,741	29.3*	22,787	100	5,948	1.2	72	32.3	1,923	32.3	1,924	34.1	2,029	0.0	0	100	5,948	69.6	4,140	25.9	1,541	4.5	267	20.8	12,890	9.6	5,948	11.2	6,942	100	$10.3B	1.4	$150.0M	29.8	$3.1B	47.7	$4.9B	17.1	$1.8B	4.0	$409.3M	76.8*	$7.9B	22.3*	$2.3B	0.9*	$90.7M	100	$1,770,089	NA	$183,109	NA	$819,845	NA	$4,229,404	NA	$20,307,575	NA	$29,239,000	NA	$1,769,708	NA	$4,199,122	NA	$112,629	100	$133,138	NA	$183,109	NA	$214,765	NA	$176,244	NA	$114,442	NA	$21,452	NA	$184,012	NA	$196,705	NA	$3,979
2008	Dover, DE	Delaware	MSA	100	5,996	13.7	822	65.0	3,900	19.5	1,167	1.5	92	0.3	15	76.8*	4,604	9.7*	579	13.6*	813	100	813	12.054121	98	58.671587	477	25.830258	210	2.829028	23	0.615006	6	76.8*	4,604	9.7*	579	13.6*	813	100	579	3.972366	23	52.331606	303	38.860104	225	4.663212	27	0.172712	0	76.8*	4,604	9.7*	579	13.6*	813	100	4,604	15.225891	701	67.767159	3,120	15.899218	732	0.912250	42	0.195482	6	76.8*	4,604	9.7*	579	13.6*	813	100	9,975	0.9	92	35.2	3,513	49.0	4,884	14.4	1,436	0.5	50	100	9,975	37.7	3,761	9.2	919	50.9	5,080	2.2	215	100	81,422	1.0	822	18.1	14,730	35.4	28,796	20.0	16,257	25.6	20,817	56.1*	45,693	15.1*	12,330	28.7*	23,399	100	6,263	1.3	83	30.8	1,927	36.7	2,296	21.7	1,357	9.6	600	100	6,263	71.6	4,487	25.5	1,597	2.9	179	16.1	9,975	10.1	6,263	6.0	3,712	100	$11.2B	1.3	$148.6M	28.4	$3.2B	51.1	$5.7B	16.3	$1.8B	2.9	$318.9M	77.7*	$8.7B	21.4*	$2.4B	0.9*	$100.5M	100	$1,864,727	NA	$180,808	NA	$813,225	NA	$4,897,523	NA	$19,851,587	NA	$21,263,133	NA	$1,886,394	NA	$4,137,221	NA	$123,610	100	$137,320	NA	$180,808	NA	$215,314	NA	$198,479	NA	$112,342	NA	$15,321	NA	$190,072	NA	$194,278	NA	$4,295
